WA,WA_Name,plan_code,Issue Date,cntrct_code,app_recvd_date,annual_premium,issue_state,policy_nbr,paid_to_date,first_name,last_name,insured_address,insured_city,zip,draft_date,coverage_amount,Mode,tobacco,insured_ssn_last4,agent_first_name,agent_last_name,agent_email,insured_email,insured_phone_no,Contract Reason,Contract Date,Term Date,last_premium_applied,billing_method,gender
NMV1XJJ6,ELIZABETH WALKER,WL12S PA,20250812,A,20250620,4593.23,NJ,GTL0749326U,20250917,Elizabeth,Jackson,9719 MAPLE ST,Jersey City,96703,,12000,Quarterly,Y,8289,Elizabeth,Walker,elizabeth.walker7@insurancecorp.com,ELIZABETHJACKSON29@email.com,8008240981,N/A,20250812,,20250822,MAIL,F
55HLMR02,MEGAN HALL,SP500 FL,20240121,A,20231031,938.72,CO,GTL6257369L,20241110,Chloe,Jones,7890 MAIN ST,Aurora,12872,,8000,Quarterly,N,2969,Megan,Hall,megan.hall2@insurancecorp.com,CHLOEJONES61@email.com,8007118928,Cancelled,20240121,20240121,20241010,DIR,M
XXEMU0U6,MICHAEL SCOTT,UL05G CA,20230423,T,20230307,3325.86,TX,GTL3270361Y,20230808,Sophia,Hall,2726 PINE ST,San Antonio,70058,,12000,Annual,N,7190,Michael,Scott,michael.scott8@insurancecorp.com,SOPHIAHALL11@email.com,8000038471,Cancelled,20230423,20230630,20230729,MAIL,M
RECJXS8W,SOPHIA JONES,WL12G PA,20260114,T,20251123,2254.45,WA,GTL2689644G,20261108,John,Rodriguez,9868 ELM ST,Seattle,56297,20261114,10000,Monthly,N,4211,Sophia,Jones,sophia.jones3@insurancecorp.com,JOHNRODRIGUEZ87@email.com,8001029938,CONV,20260114,,20261012,MAIL,M
JC52AMY6,CHRIS DAVIS,PUL99 WA,20250907,C,20250610,3394.21,CO,GTL8087260O,20251002,Megan,Brown,3855 PINE ST,Colorado Springs,43149,,25000,Annual,N,1757,Chris,Davis,chris.davis5@insurancecorp.com,MEGANBROWN73@email.com,8005685897,Check Returned,20250907,20250911,20250814,MAIL,F
1F5YIX97,JAMES CLARK,WL12S PA,20210515,T,20210312,2896.58,MA,GTL7256148P,20220211,Ashley,Jones,3086 MAPLE ST,Boston,66924,,5000,Quarterly,Y,9143,James,Clark,james.clark1@insurancecorp.com,ASHLEYJONES47@email.com,8006643150,NSF,20210515,20210601,20220129,MAIL,M
FW7ZXLFL,AMANDA DAVIS,PUL99 WA,20240902,C,20240718,2453.0,CA,GTL3689115L,20250521,Sophia,Garcia,2965 ELM ST,Los Angeles,04833,,8000,Monthly,N,1932,Amanda,Davis,amanda.davis7@insurancecorp.com,SOPHIAGARCIA27@email.com,8009544713,REI,20240902,,20250414,DIR,M
M6WWR51H,ROBERT RODRIGUEZ,LIF20 AZ,20220227,A,20220111,1814.74,WA,GTL9055896C,20220301,Matthew,Clark,5955 MAPLE ST,Tacoma,89471,,100000,Annual,Y,1129,Robert,Rodriguez,robert.rodriguez3@insurancecorp.com,MATTHEWCLARK21@email.com,8001432942,NSF,20220227,20220227,20220212,CHECK,M
PJUK101T,AMANDA JACKSON,WL12S PA,20240309,A,20240119,3330.27,WA,GTL3670508B,20241012,Victoria,Scott,1813 MAIN ST,Seattle,94920,,10000,Quarterly,N,5361,Amanda,Jackson,amanda.jackson7@insurancecorp.com,VICTORIASCOTT67@email.com,8004277311,Cancelled,20240309,20240713,20240911,PAC,F
P9YJB2XS,ASHLEY YOUNG,WL10R TX,20231003,A,20230725,2308.74,NJ,GTL3618038M,20240829,Lauren,Martinez,5212 PINE ST,Jersey City,70045,,12000,Annual,Y,2034,Ashley,Young,ashley.young5@insurancecorp.com,LAURENMARTINEZ98@email.com,8001597768,NSF,20231003,20231003,20240807,PAC,M
3GXR1YDF,JESSICA MILLER,UL05G CA,20230116,C,20221211,2564.97,PA,GTL2513576D,20230714,Amanda,Young,7864 ELM ST,Jim Thorpe,10979,,12000,Semi-Annual,N,4747,Jessica,Miller,jessica.miller7@insurancecorp.com,AMANDAYOUNG32@email.com,8003617299,Check Returned,20230116,20230930,20230711,PAC,F
ZMT62QQL,DANIEL MILLER,LIF20 AZ,20240914,R,20240803,2789.54,MA,GTL3602112X,20250821,Lauren,Lee,3273 OAK ST,Boston,04683,20250810,100000,Quarterly,N,7077,Daniel,Miller,daniel.miller5@insurancecorp.com,LAURENLEE80@email.com,8006738816,Cancelled,20240914,20250219,20250623,CHECK,F
E56MD91I,BRIAN SCOTT,TRM20 NY,20241031,T,20241024,2579.43,NC,GTL6549648Z,20250927,Kevin,Hall,4016 OAK ST,Charlotte,34462,,12000,Monthly,N,2244,Brian,Scott,brian.scott4@insurancecorp.com,KEVINHALL58@email.com,8003443571,Check Returned,20241031,20241101,20250908,MAIL,F
73YU1HVX,WILLIAM JACKSON,WL12G PA,20230622,A,20230527,3331.55,MA,GTL5289061N,20240501,Amanda,Hernandez,464 MAPLE ST,Worcester,96719,,10000,Annual,N,6557,William,Jackson,william.jackson8@insurancecorp.com,AMANDAHERNANDEZ64@email.com,8005107812,Cancelled,20230622,20230913,20240309,DIR,F
ELXY1OKY,NICOLE HERNANDEZ,UL05G CA,20260119,T,20251104,4002.95,NC,GTL6571908A,20270104,Henry,Martin,5987 MAPLE ST,Greensboro,08955,,25000,Monthly,N,5667,Nicole,Hernandez,nicole.hernandez2@insurancecorp.com,HENRYMARTIN41@email.com,8002401686,CONV,20260119,,20261108,MAIL,M
1V315C06,BRIAN JACKSON,TRM20 NY,20230129,R,20221224,3053.42,WA,GTL0398909E,20231005,Chloe,Taylor,2906 PINE ST,Spokane,80919,20231009,25000,Annual,N,1615,Brian,Jackson,brian.jackson3@insurancecorp.com,CHLOETAYLOR63@email.com,8004593635,Account Closed,20230129,20230129,20230809,PAC,M
KTV9OEEB,MICHAEL ALLEN,WL12S PA,20230808,C,20230529,3911.25,CO,GTL3583514G,20240426,Sarah,Harris,2384 MAIN ST,Denver,54085,,25000,Quarterly,Y,8737,Michael,Allen,michael.allen3@insurancecorp.com,SARAHHARRIS24@email.com,8000431609,Cancelled,20230808,20240205,20240320,PAC,M
VWXWVKWC,EMILY WILLIAMS,WL12S PA,20241111,T,20241024,3185.91,GA,GTL8157956K,20241210,William,Thompson,3937 ELM ST,Atlanta,23630,20241208,100000,Annual,Y,7269,Emily,Williams,emily.williams5@insurancecorp.com,WILLIAMTHOMPSON15@email.com,8001004657,Account Closed,20241111,20241111,20241021,DIR,F
4DJASP0L,ASHLEY ANDERSON,WL12S PA,20240718,A,20240707,1514.6,GA,GTL3459203B,20250615,Melissa,Davis,3209 MAPLE ST,Augusta,92792,20250603,50000,Semi-Annual,Y,3112,Ashley,Anderson,ashley.anderson9@insurancecorp.com,MELISSADAVIS73@email.com,8004270956,REI,20240718,,20250602,DIR,F
S6CRAKU9,ROBERT ALLEN,TRM20 NY,20240726,T,20240427,3485.36,CA,GTL4259180Y,20240817,David,Martin,2693 ELM ST,Los Angeles,01978,20240831,25000,Semi-Annual,Y,7250,Robert,Allen,robert.allen5@insurancecorp.com,DAVIDMARTIN10@email.com,8007119644,NSF,20240726,20240814,20240626,MAIL,F
TR7HRAFD,BRIAN WILLIAMS,WL10R TX,20250530,A,20250509,2909.26,CO,GTL0994122C,20260327,Henry,White,8572 MAIN ST,Aurora,67532,20260403,5000,Semi-Annual,Y,9631,Brian,Williams,brian.williams8@insurancecorp.com,HENRYWHITE62@email.com,8005574025,,20250530,,20260228,PAC,M
CU7YCYEA,EMILY WHITE,WL10R TX,20230807,T,20230526,2162.69,OH,GTL3095787N,20230826,Sarah,Moore,4307 MAIN ST,Cleveland,43968,20230818,5000,Quarterly,N,6012,Emily,White,emily.white4@insurancecorp.com,SARAHMOORE30@email.com,8009399568,NSF,20230807,20231121,20230801,DIR,F
SFPBQCYI,DANIEL WILSON,WL12G PA,20250121,R,20241120,859.3,IL,GTL1975640S,20251203,Megan,Lee,8382 PINE ST,Aurora,53519,,10000,Annual,Y,4952,Daniel,Wilson,daniel.wilson6@insurancecorp.com,MEGANLEE17@email.com,8002609441,Cancelled,20250121,20250416,20251202,DIR,F
Z66DKMZ7,JESSICA MARTINEZ,SP500 FL,20241116,A,20241030,4021.71,AZ,GTL0022123F,20250627,Lauren,Smith,177 PINE ST,Mesa,45211,,5000,Annual,N,2751,Jessica,Martinez,jessica.martinez5@insurancecorp.com,LAURENSMITH41@email.com,8003765038,LP,20241116,,20250627,DIR,F
QGEA9AZS,RYAN GARCIA,UL05G CA,20251202,A,20251012,2069.13,NY,GTL1832839Q,20251223,Kevin,Lewis,2724 MAPLE ST,Buffalo,68660,20251228,12000,Semi-Annual,N,2664,Ryan,Garcia,ryan.garcia6@insurancecorp.com,KEVINLEWIS40@email.com,8003378987,REI,20251202,,20251203,CHECK,F
C88UJ53U,ANDREW YOUNG,LIF20 AZ,20251230,A,20251221,526.14,OH,GTL8697014B,20261225,Henry,Young,9439 ELM ST,Toledo,22668,,12000,Monthly,N,0858,Andrew,Young,andrew.young8@insurancecorp.com,HENRYYOUNG32@email.com,8002265372,N/A,20251230,,20261027,DIR,F
WLUTCLHR,MEGAN LOPEZ,LIF20 AZ,20241224,R,20241102,4873.49,NC,GTL9951554P,20251031,William,Allen,5780 MAPLE ST,Durham,97168,,10000,Monthly,Y,3975,Megan,Lopez,megan.lopez4@insurancecorp.com,WILLIAMALLEN73@email.com,8008006374,Account Closed,20241224,20241225,20251028,CHECK,F
AHV4GCJN,CHRIS DAVIS,TRM20 NY,20240718,A,20240706,1319.22,TX,GTL0143125O,20250309,Elizabeth,Rodriguez,6798 PINE ST,Houston,01735,,12000,Monthly,N,1256,Chris,Davis,chris.davis2@insurancecorp.com,ELIZABETHRODRIGUEZ34@email.com,8000877587,Check Returned,20240718,20240719,20250115,PAC,F
RCF2Z7A3,ANDREW BROWN,TRM20 NY,20250721,R,20250528,3849.63,NC,GTL1449294T,20250923,David,Lopez,5616 MAPLE ST,Greensboro,40678,,25000,Quarterly,Y,6851,Andrew,Brown,andrew.brown9@insurancecorp.com,DAVIDLOPEZ79@email.com,8003391189,NSF,20250721,20250731,20250802,MAIL,M
5A0YQKSG,SARAH LEE,SP500 FL,20241224,A,20241027,1965.0,GA,GTL0677908K,20251018,George,Smith,8080 MAPLE ST,Atlanta,65842,,100000,Quarterly,N,4489,Sarah,Lee,sarah.lee4@insurancecorp.com,GEORGESMITH20@email.com,8005811637,NSF,20241224,20250214,20250930,DIR,F
HD2MGJI0,MATTHEW WILSON,WL12S PA,20240805,R,20240804,758.05,GA,GTL1309006Y,20250417,Ashley,Garcia,1197 MAPLE ST,Columbus,35557,,5000,Semi-Annual,N,2419,Matthew,Wilson,matthew.wilson7@insurancecorp.com,ASHLEYGARCIA60@email.com,8009032423,Credit Card Declined,20240805,20240809,20250310,CHECK,F
TNJYU52M,DANIEL GARCIA,LIF20 AZ,20241203,C,20241020,1362.4,AZ,GTL8031084R,20250107,Matthew,Anderson,7487 OAK ST,Mesa,01420,,12000,Quarterly,N,1731,Daniel,Garcia,daniel.garcia2@insurancecorp.com,MATTHEWANDERSON21@email.com,8000462742,N/A,20241203,,20241204,PAC,F
4PAG0QOZ,RYAN CLARK,WL12G PA,20230804,A,20230525,2539.26,MA,GTL8258087K,20230910,David,Thompson,6588 PINE ST,Boston,35580,,100000,Monthly,Y,7648,Ryan,Clark,ryan.clark9@insurancecorp.com,DAVIDTHOMPSON49@email.com,8000097435,Cancelled,20230804,20231117,20230824,DIR,M
M48L7A83,CHRIS THOMPSON,LIF20 AZ,20240606,C,20240320,1406.02,MA,GTL8419527N,20250327,Emily,Brown,1972 OAK ST,Boston,79888,,12000,Quarterly,N,7866,Chris,Thompson,chris.thompson3@insurancecorp.com,EMILYBROWN39@email.com,8000724767,Credit Card Declined,20240606,20241006,20250305,MAIL,F
863BL0TY,AMANDA JOHNSON,LIF20 AZ,20221202,A,20220928,698.03,PA,GTL0078429F,20230321,Ryan,Thomas,7408 ELM ST,Pittsburgh,11982,,8000,Semi-Annual,Y,2790,Amanda,Johnson,amanda.johnson4@insurancecorp.com,RYANTHOMAS95@email.com,8002759704,CONV,20221202,,20230312,CHECK,M
A31VI59C,JANE ANDERSON,LIF20 AZ,20251110,A,20250927,3798.45,IL,GTL6199510X,20261023,Victoria,Scott,5109 PINE ST,Peoria,32768,,10000,Semi-Annual,N,6917,Jane,Anderson,jane.anderson4@insurancecorp.com,VICTORIASCOTT99@email.com,8009500899,Credit Card Declined,20251110,20251119,20261014,PAC,M
878D5TAP,NICOLE MOORE,UL05G CA,20251224,T,20251222,2619.3,NJ,GTL3288670A,20260421,Sarah,Smith,467 MAIN ST,Jersey City,42745,,25000,Quarterly,N,9116,Nicole,Moore,nicole.moore5@insurancecorp.com,SARAHSMITH37@email.com,8000328086,,20251224,,20260309,PAC,F
FE29CB8W,SOPHIA RODRIGUEZ,WL12S PA,20241218,C,20241214,4637.49,CO,GTL3646755X,20250613,Lauren,Harris,2886 OAK ST,Denver,17196,,5000,Annual,N,4070,Sophia,Rodriguez,sophia.rodriguez5@insurancecorp.com,LAURENHARRIS48@email.com,8006758853,Cancelled,20241218,20241226,20250515,MAIL,F
9UE7UDCZ,DAVID RODRIGUEZ,TRM20 NY,20230415,C,20230129,647.58,FL,GTL2998513W,20230810,Daniel,Clark,8597 MAIN ST,Tampa,70189,,5000,Quarterly,N,2204,David,Rodriguez,david.rodriguez9@insurancecorp.com,DANIELCLARK38@email.com,8005315578,NSF,20230415,20230426,20230629,DIR,M
UYQM0QH2,CHLOE JONES,WL12S PA,20250928,A,20250922,1111.92,NY,GTL4254267E,20260410,Robert,Anderson,1000 ELM ST,Rochester,72977,,10000,Quarterly,Y,8072,Chloe,Jones,chloe.jones5@insurancecorp.com,ROBERTANDERSON56@email.com,8007420809,Credit Card Declined,20250928,20251025,20260219,DIR,F
BPVOKSUY,RYAN CLARK,WL12S PA,20250424,C,20250410,1312.44,AZ,GTL9956999P,20250517,Matthew,Moore,2879 ELM ST,Tucson,91804,20250529,25000,Annual,N,1346,Ryan,Clark,ryan.clark6@insurancecorp.com,MATTHEWMOORE81@email.com,8009762283,Credit Card Declined,20250424,20250606,20250427,DIR,M
X48ON31V,MATTHEW JONES,WL12G PA,20240403,T,20240302,2945.23,OH,GTL7590156Y,20250217,Chloe,Moore,6429 PINE ST,Columbus,01989,20250301,10000,Monthly,Y,6966,Matthew,Jones,matthew.jones2@insurancecorp.com,CHLOEMOORE60@email.com,8003296556,CONV,20240403,,20250217,DIR,M
RLI32W7N,BRIAN JACKSON,WL12S PA,20230712,A,20230518,2423.85,IL,GTL1982202U,20240217,Jessica,Williams,3335 PINE ST,Rockford,76101,20240222,25000,Monthly,Y,0634,Brian,Jackson,brian.jackson2@insurancecorp.com,JESSICAWILLIAMS10@email.com,8005536782,REI,20230712,,20231228,MAIL,M
S5Z1RYKM,BRIAN MOORE,PUL99 WA,20220109,C,20211122,4240.02,NJ,GTL5937234I,20220515,Amanda,Miller,1524 PINE ST,Jersey City,31943,,5000,Monthly,N,5133,Brian,Moore,brian.moore6@insurancecorp.com,AMANDAMILLER95@email.com,8004176756,Cancelled,20220109,20220121,20220429,MAIL,F
JU6AZZX0,GEORGE WILSON,PUL99 WA,20210804,T,20210521,4758.88,FL,GTL3508300N,20220117,John,Jackson,895 OAK ST,Jacksonville,89871,,5000,Quarterly,N,2531,George,Wilson,george.wilson3@insurancecorp.com,JOHNJACKSON32@email.com,8000805690,Account Closed,20210804,20220701,20220105,CHECK,M
V7X0RDRM,GRACE DAVIS,LIF20 AZ,20231204,A,20230920,889.94,IL,GTL1139485Q,20240815,Henry,Miller,4849 OAK ST,Rockford,94643,,10000,Monthly,N,1589,Grace,Davis,grace.davis7@insurancecorp.com,HENRYMILLER90@email.com,8003110606,NSF,20231204,20240104,20240730,DIR,F
UXM7XB10,JANE WHITE,WL12S PA,20240822,A,20240621,2503.03,TX,GTL6384535I,20241007,Elizabeth,Hernandez,7769 MAIN ST,San Antonio,69927,,12000,Monthly,Y,9961,Jane,White,jane.white9@insurancecorp.com,ELIZABETHHERNANDEZ64@email.com,8006178376,Cancelled,20240822,20241001,20240918,PAC,M
087ZTUQ5,MELISSA SMITH,LIF20 AZ,20240703,R,20240425,3804.97,NY,GTL6757117Z,20240717,Grace,Anderson,9539 OAK ST,Rochester,04111,20240708,5000,Quarterly,N,2007,Melissa,Smith,melissa.smith4@insurancecorp.com,GRACEANDERSON93@email.com,8008426356,Cancelled,20240703,20240714,20240524,MAIL,M
ZTV9RQKM,SOPHIA LEWIS,WL12G PA,20241210,C,20241125,4852.54,MA,GTL7441568L,20250211,Kevin,Garcia,6184 MAPLE ST,Springfield,91348,20250202,100000,Monthly,Y,6743,Sophia,Lewis,sophia.lewis5@insurancecorp.com,KEVINGARCIA60@email.com,8001599554,Cancelled,20241210,20250310,20250207,MAIL,F
ABTNL5H3,BRIAN JACKSON,WL12S PA,20260124,R,20251231,4487.31,GA,GTL9285541O,20260918,Ashley,Wilson,5580 MAPLE ST,Augusta,12133,,100000,Monthly,Y,7164,Brian,Jackson,brian.jackson4@insurancecorp.com,ASHLEYWILSON12@email.com,8007636683,RERAT,20260124,,20260721,CHECK,F
UCR0QY90,MELISSA HARRIS,PUL99 WA,20220703,A,20220619,577.5,TX,GTL4725329N,20230403,Amanda,Walker,6330 OAK ST,Austin,46810,20230406,8000,Annual,N,4751,Melissa,Harris,melissa.harris6@insurancecorp.com,AMANDAWALKER92@email.com,8003521376,,20220703,,20230305,DIR,M
Y530HNZ8,KEVIN THOMAS,SP500 FL,20231201,A,20230909,3750.75,CA,GTL1904482N,20240321,Andrew,Hernandez,7874 PINE ST,San Francisco,95622,,12000,Annual,N,3098,Kevin,Thomas,kevin.thomas9@insurancecorp.com,ANDREWHERNANDEZ50@email.com,8004630760,Cancelled,20231201,20240228,20240211,PAC,M
ZCS511NM,HENRY BROWN,WL12G PA,20231210,R,20231119,594.74,TX,GTL5900240B,20241130,Amanda,Hernandez,8364 MAPLE ST,Austin,17507,,8000,Semi-Annual,Y,6108,Henry,Brown,henry.brown9@insurancecorp.com,AMANDAHERNANDEZ75@email.com,8002916271,Credit Card Declined,20231210,20240926,20241006,PAC,M
VICDMY9T,JESSICA MILLER,UL05G CA,20240930,R,20240830,3036.17,OH,GTL0272886O,20250519,Daniel,Johnson,3409 MAIN ST,Cleveland,41995,,100000,Monthly,Y,8846,Jessica,Miller,jessica.miller9@insurancecorp.com,DANIELJOHNSON12@email.com,8001120648,,20240930,,20250407,DIR,F
UVJXKQXX,JOHN GARCIA,SP500 FL,20241027,A,20240827,2351.92,OH,GTL6886567A,20251015,James,Lewis,657 PINE ST,Toledo,92776,,25000,Annual,N,1851,John,Garcia,john.garcia4@insurancecorp.com,JAMESLEWIS74@email.com,8008739996,Check Returned,20241027,20250930,20250824,PAC,M
YMORA7S0,CHLOE DAVIS,WL12S PA,20250624,C,20250502,1279.22,OH,GTL6297162R,20250901,Andrew,Martinez,7134 MAPLE ST,Columbus,27766,,12000,Annual,N,4762,Chloe,Davis,chloe.davis3@insurancecorp.com,ANDREWMARTINEZ41@email.com,8004537693,Check Returned,20250624,20250628,20250704,PAC,M
07TKPV8O,RYAN RODRIGUEZ,WL12S PA,20230106,T,20221228,4855.23,FL,GTL9969019M,20231022,Jane,Williams,6535 ELM ST,Jacksonville,26115,20231028,5000,Semi-Annual,Y,2926,Ryan,Rodriguez,ryan.rodriguez7@insurancecorp.com,JANEWILLIAMS81@email.com,8004265001,Check Returned,20230106,20230107,20230912,PAC,M
TM7JRCYX,KEVIN JOHNSON,UL05G CA,20260224,R,20260131,3142.04,NY,GTL7892558V,20261027,Kevin,Wilson,2150 ELM ST,Buffalo,75071,,12000,Annual,Y,1511,Kevin,Johnson,kevin.johnson5@insurancecorp.com,KEVINWILSON66@email.com,8004128262,RERAT,20260224,,20261015,DIR,F
UV784ATJ,GRACE BROWN,SP500 FL,20220828,C,20220720,2068.26,MI,GTL6282439H,20230507,Daniel,Hernandez,8322 PINE ST,Warren,31816,20230514,50000,Monthly,Y,6211,Grace,Brown,grace.brown3@insurancecorp.com,DANIELHERNANDEZ32@email.com,8004473951,Credit Card Declined,20220828,20220828,20230314,DIR,M
ZGE86CTF,MEGAN LEWIS,WL12S PA,20240709,R,20240424,4451.03,NC,GTL9612128X,20240921,Sophia,Hernandez,9035 OAK ST,Raleigh,96772,,50000,Semi-Annual,Y,9029,Megan,Lewis,megan.lewis7@insurancecorp.com,SOPHIAHERNANDEZ87@email.com,8009089510,Cancelled,20240709,20250330,20240914,MAIL,M
39UF3M2Y,SOPHIA THOMAS,WL12G PA,20230225,C,20230201,2526.2,MA,GTL6187689S,20230408,Nicole,Davis,5500 PINE ST,Worcester,93422,,25000,Monthly,Y,7851,Sophia,Thomas,sophia.thomas7@insurancecorp.com,NICOLEDAVIS17@email.com,8003440380,NSF,20230225,20230226,20230225,PAC,F
5AR09YN6,ELIZABETH WHITE,WL10R TX,20201225,C,20200927,1399.94,AZ,GTL9027084S,20211004,Michael,Smith,3143 PINE ST,Mesa,46197,,5000,Annual,Y,7619,Elizabeth,White,elizabeth.white3@insurancecorp.com,MICHAELSMITH93@email.com,8006716008,Cancelled,20201225,20201226,20210903,PAC,M
8ODA46MT,MELISSA WILLIAMS,SP500 FL,20250506,C,20250503,3404.62,GA,GTL0195805Z,20250616,Megan,Thompson,9621 PINE ST,Atlanta,31205,,12000,Monthly,N,9317,Melissa,Williams,melissa.williams2@insurancecorp.com,MEGANTHOMPSON87@email.com,8007742843,Cancelled,20250506,20250506,20250604,PAC,M
MQD8FH36,VICTORIA SMITH,WL10R TX,20240827,R,20240726,2559.66,WA,GTL3186747I,20250503,John,Jones,7462 OAK ST,Tacoma,35833,,12000,Annual,Y,3993,Victoria,Smith,victoria.smith4@insurancecorp.com,JOHNJONES16@email.com,8000558883,Check Returned,20240827,20241023,20250412,CHECK,F
42DH6VPK,VICTORIA HERNANDEZ,PUL99 WA,20241014,T,20240729,2642.78,MA,GTL7595188P,20250919,Daniel,Lee,7433 ELM ST,Boston,93188,20251002,100000,Quarterly,Y,9245,Victoria,Hernandez,victoria.hernandez4@insurancecorp.com,DANIELLEE52@email.com,8000568635,Check Returned,20241014,20241031,20250809,MAIL,M
B5P2BH93,BRIAN MARTIN,WL12S PA,20230726,A,20230715,875.17,AZ,GTL4157034V,20240519,Kevin,Thompson,7296 MAIN ST,Phoenix,23238,20240518,50000,Quarterly,Y,8482,Brian,Martin,brian.martin9@insurancecorp.com,KEVINTHOMPSON70@email.com,8006812195,Cancelled,20230726,20231015,20240514,DIR,F
KN7CONSQ,EMILY SCOTT,PUL99 WA,20230619,A,20230614,1977.18,MA,GTL8584973N,20240204,Andrew,Williams,5937 MAPLE ST,Worcester,16216,20240121,25000,Monthly,Y,1520,Emily,Scott,emily.scott5@insurancecorp.com,ANDREWWILLIAMS73@email.com,8003093075,Cancelled,20230619,20230719,20231228,DIR,M
HZ1FY5QS,JAMES JOHNSON,LIF20 AZ,20240329,C,20240320,2430.01,IL,GTL5681901S,20240724,Matthew,Miller,1993 MAIN ST,Peoria,57746,20240710,100000,Semi-Annual,N,7134,James,Johnson,james.johnson6@insurancecorp.com,MATTHEWMILLER28@email.com,8001309677,LP,20240329,,20240709,MAIL,M
V0BKYU7U,GRACE JACKSON,WL10R TX,20250531,A,20250414,1118.71,WA,GTL1729642N,20251115,Victoria,Martin,970 MAPLE ST,Seattle,20368,,12000,Quarterly,Y,9008,Grace,Jackson,grace.jackson5@insurancecorp.com,VICTORIAMARTIN49@email.com,8005465114,NSF,20250531,20251028,20251024,CHECK,F
VO8H03KS,LAUREN MARTINEZ,LIF20 AZ,20250209,R,20250120,724.99,GA,GTL6371404C,20251019,Victoria,Walker,4411 MAPLE ST,Columbus,79385,20251010,12000,Monthly,N,5387,Lauren,Martinez,lauren.martinez1@insurancecorp.com,VICTORIAWALKER24@email.com,8004941439,N/A,20250209,,20250823,CHECK,M
HE1ZS2X4,SARAH DAVIS,TRM20 NY,20251124,T,20251108,3448.28,NC,GTL6221590Y,20260721,Chloe,Johnson,9062 OAK ST,Charlotte,80725,,8000,Semi-Annual,N,0802,Sarah,Davis,sarah.davis3@insurancecorp.com,CHLOEJOHNSON13@email.com,8009621444,Cancelled,20251124,20251124,20260612,CHECK,M
Q3T2GPJM,EMILY WILSON,UL05G CA,20241201,T,20241119,2569.16,OH,GTL1184262V,20251115,James,Moore,1193 PINE ST,Toledo,05763,,5000,Semi-Annual,N,1691,Emily,Wilson,emily.wilson5@insurancecorp.com,JAMESMOORE98@email.com,8008287133,Account Closed,20241201,20241201,20251104,PAC,F
T503CMGN,NICOLE HERNANDEZ,WL12G PA,20251207,T,20251119,2448.15,TX,GTL4718024C,20261011,Jessica,Scott,4022 PINE ST,Dallas,01540,20260930,50000,Annual,N,8982,Nicole,Hernandez,nicole.hernandez1@insurancecorp.com,JESSICASCOTT66@email.com,8005661185,LP,20251207,,20260921,CHECK,M
VQVF6XDZ,DANIEL TAYLOR,WL10R TX,20250310,R,20241225,2408.24,AZ,GTL4788654A,20251013,James,Martinez,540 MAPLE ST,Tucson,46737,20251023,25000,Semi-Annual,Y,8365,Daniel,Taylor,daniel.taylor8@insurancecorp.com,JAMESMARTINEZ21@email.com,8002209515,NSF,20250310,20250406,20250925,CHECK,M
38B5LMAW,EMILY JOHNSON,WL12S PA,20260126,R,20251213,3759.42,NC,GTL5827009K,20261029,Daniel,Williams,9182 OAK ST,Durham,52768,,10000,Annual,Y,6665,Emily,Johnson,emily.johnson5@insurancecorp.com,DANIELWILLIAMS55@email.com,8009112556,RERAT,20260126,,20260911,DIR,M
RW47RX3O,DAVID MOORE,UL05G CA,20250415,T,20250321,3933.93,OH,GTL5158356J,20250822,James,Taylor,5122 MAIN ST,Cleveland,51364,,10000,Semi-Annual,Y,5919,David,Moore,david.moore7@insurancecorp.com,JAMESTAYLOR88@email.com,8001805311,Cancelled,20250415,20250415,20250821,DIR,M
7LM9XLQL,ROBERT THOMPSON,PUL99 WA,20230616,T,20230513,1768.68,PA,GTL2044093D,20230829,Brian,Miller,406 PINE ST,Harrisburg,88594,,8000,Annual,Y,4154,Robert,Thompson,robert.thompson7@insurancecorp.com,BRIANMILLER33@email.com,8009927910,Cancelled,20230616,20230811,20230720,MAIL,F
P2R3679G,MELISSA WALKER,PUL99 WA,20230503,T,20230220,1394.82,FL,GTL0136846Q,20240212,Jessica,Davis,3178 MAPLE ST,Jacksonville,49150,,10000,Quarterly,Y,8004,Melissa,Walker,melissa.walker1@insurancecorp.com,JESSICADAVIS76@email.com,8002828675,Check Returned,20230503,20231211,20231215,PAC,F
QB9BSVLC,NICOLE WHITE,PUL99 WA,20260118,T,20251105,2332.5,NJ,GTL3417946L,20260511,Amanda,White,6839 MAIN ST,Jersey City,35979,,10000,Quarterly,N,8367,Nicole,White,nicole.white8@insurancecorp.com,AMANDAWHITE81@email.com,8008831022,CONV,20260118,,20260430,CHECK,M
2KG305GJ,RYAN WHITE,LIF20 AZ,20240404,T,20240131,2516.77,MI,GTL6605142J,20250225,Kevin,Hall,7323 PINE ST,Detroit,34284,,5000,Monthly,N,5137,Ryan,White,ryan.white8@insurancecorp.com,KEVINHALL32@email.com,8001629207,Cancelled,20240404,20240406,20250216,CHECK,M
AL1UGCUS,NICOLE ANDERSON,PUL99 WA,20230129,T,20221103,3857.14,MA,GTL5774144Q,20230803,Ryan,Miller,3624 OAK ST,Boston,68127,,8000,Monthly,Y,9946,Nicole,Anderson,nicole.anderson5@insurancecorp.com,RYANMILLER40@email.com,8007401460,Account Closed,20230129,20230129,20230725,PAC,F
